,title,keywords,id,genres,cast,director,soup
85,Captain America: The Winter Soldier,washington d.c. future shield marvel comic superhero,100402,Action Adventure Science Fiction,Chris Evans Samuel L. Jackson Scarlett Johansson Robert Redford Sebastian Stan,Anthony Russo,captain america: the winter soldier washington d.c. futur shield marvel comic superhero 100402 action adventur scienc fiction chri evan samuel l. jackson scarlett johansson robert redford sebastian stan anthoni russo
86,Shrek Forever After,ogre 3d,10192,Comedy Adventure Fantasy Animation Family,Mike Myers Eddie Murphy Cameron Diaz Antonio Banderas Julie Andrews,Mike Mitchell,shrek forev after ogr 3d 10192 comedi adventur fantasi anim famili mike myer eddi murphi cameron diaz antonio bandera juli andrew mike mitchel
87,Tomorrowland,inventor apocalypse destiny imax dreamer,158852,Adventure Family Mystery Science Fiction,Britt Robertson George Clooney Raffey Cassidy Thomas Robinson Hugh Laurie,Brad Bird,tomorrowland inventor apocalyps destini imax dreamer 158852 adventur famili mysteri scienc fiction britt robertson georg clooney raffey cassidi thoma robinson hugh lauri brad bird
88,Big Hero 6,brother brother relationship hero talent revenge best friend,177572,Adventure Family Animation Action Comedy,Scott Adsit Ryan Potter Daniel Henney T.J. Miller Jamie Chung,Chris Williams,big hero 6 brother brother relationship hero talent reveng best friend 177572 adventur famili anim action comedi scott adsit ryan potter daniel henney t.j. miller jami chung chri william
89,Wreck-It Ralph,support group product placement bullying racing arcade,82690,Family Animation Comedy Adventure,John C. Reilly Sarah Silverman Jack McBrayer Jane Lynch Alan Tudyk,Rich Moore,wreck-it ralph support group product placement bulli race arcad 82690 famili anim comedi adventur john c. reilli sarah silverman jack mcbrayer jane lynch alan tudyk rich moor
90,The Polar Express,santa claus nerd faith gift bell,5255,Adventure Animation Family Fantasy,Tom Hanks Michael Jeter Nona Gaye Peter Scolari Eddie Deezen,Robert Zemeckis,the polar express santa clau nerd faith gift bell 5255 adventur anim famili fantasi tom hank michael jeter nona gay peter scolari eddi deezen robert zemecki
91,Independence Day: Resurgence,alternate history alien invasion,47933,Action Adventure Science Fiction,Liam Hemsworth Jeff Goldblum Bill Pullman Maika Monroe Sela Ward,Roland Emmerich,independ day: resurg altern histori alien invas 47933 action adventur scienc fiction liam hemsworth jeff goldblum bill pullman maika monro sela ward roland emmerich
92,How to Train Your Dragon,flying blacksmith arena island night,10191,Fantasy Adventure Animation Family,Jay Baruchel Gerard Butler Craig Ferguson America Ferrera Jonah Hill,Chris Sanders,how to train your dragon fli blacksmith arena island night 10191 fantasi adventur anim famili jay baruchel gerard butler craig ferguson america ferrera jonah hill chri sander
93,Terminator 3: Rise of the Machines,saving the world artificial intelligence man vs machine cyborg killer robot,296,Action Thriller Science Fiction,Arnold Schwarzenegger Nick Stahl Claire Danes Kristanna Loken David Andrews,Jonathan Mostow,termin 3: rise of the machin save the world artifici intellig man vs machin cyborg killer robot 296 action thriller scienc fiction arnold schwarzenegg nick stahl clair dane kristanna loken david andrew jonathan mostow
94,Guardians of the Galaxy,marvel comic spaceship space outer space orphan,118340,Action Science Fiction Adventure,Chris Pratt Zoe Saldana Dave Bautista Vin Diesel Bradley Cooper,James Gunn,guardian of the galaxi marvel comic spaceship space outer space orphan 118340 action scienc fiction adventur chri pratt zoe saldana dave bautista vin diesel bradley cooper jame gunn
95,Interstellar,saving the world artificial intelligence father son relationship single parent nasa,157336,Adventure Drama Science Fiction,Matthew McConaughey Jessica Chastain Anne Hathaway Michael Caine Casey Affleck,Christopher Nolan,interstellar save the world artifici intellig father son relationship singl parent nasa 157336 adventur drama scienc fiction matthew mcconaughey jessica chastain ann hathaway michael cain casey affleck christoph nolan
96,Inception,loss of lover dream kidnapping sleep subconsciousness,27205,Action Thriller Science Fiction Mystery Adventure,Leonardo DiCaprio Joseph Gordon-Levitt Ellen Page Tom Hardy Ken Watanabe,Christopher Nolan,incept loss of lover dream kidnap sleep subconsci 27205 action thriller scienc fiction mysteri adventur leonardo dicaprio joseph gordon-levitt ellen page tom hardi ken watanab christoph nolan
97,Shin Godzilla,monster godzilla giant monster destruction kaiju,315011,Action Adventure Drama Horror Science Fiction,Hiroki Hasegawa Yutaka Takenouchi Satomi Ishihara Kengo Kora Matsuo Satoru,Hideaki Anno,shin godzilla monster godzilla giant monster destruct kaiju 315011 action adventur drama horror scienc fiction hiroki hasegawa yutaka takenouchi satomi ishihara kengo kora matsuo satoru hideaki anno
98,The Hobbit: An Unexpected Journey,riddle elves dwarves orcs middle-earth (tolkien),49051,Adventure Fantasy Action,Ian McKellen Martin Freeman Richard Armitage Andy Serkis Cate Blanchett,Peter Jackson,the hobbit: an unexpect journey riddl elv dwarv orc middle-earth (tolkien) 49051 adventur fantasi action ian mckellen martin freeman richard armitag andi serki cate blanchett peter jackson
99,The Fast and the Furious,street gang car race undercover auto-tuning los angeles,9799,Action Crime Thriller,Paul Walker Vin Diesel Michelle Rodriguez Jordana Brewster Rick Yune,Rob Cohen,the fast and the furiou street gang car race undercov auto-tun lo angel 9799 action crime thriller paul walker vin diesel michel rodriguez jordana brewster rick yune rob cohen
100,The Curious Case of Benjamin Button,diary navy funeral tea travel,4922,Fantasy Drama Thriller Mystery Romance,Cate Blanchett Brad Pitt Tilda Swinton Julia Ormond Elle Fanning,David Fincher,the curiou case of benjamin button diari navi funer tea travel 4922 fantasi drama thriller mysteri romanc cate blanchett brad pitt tilda swinton julia ormond ell fan david fincher
101,X-Men: First Class,cia mutant mine marvel comic superhero,49538,Action Science Fiction Adventure,James McAvoy Michael Fassbender Jennifer Lawrence Kevin Bacon Rose Byrne,Matthew Vaughn,x-men: first class cia mutant mine marvel comic superhero 49538 action scienc fiction adventur jame mcavoy michael fassbend jennif lawrenc kevin bacon rose byrn matthew vaughn
102,The Hunger Games: Mockingjay - Part 2,revolution strong woman dystopia game of death 3d,131634,Action Adventure Science Fiction,Jennifer Lawrence Josh Hutcherson Liam Hemsworth Woody Harrelson Elizabeth Banks,Francis Lawrence,the hunger games: mockingjay - part 2 revolut strong woman dystopia game of death 3d 131634 action adventur scienc fiction jennif lawrenc josh hutcherson liam hemsworth woodi harrelson elizabeth bank franci lawrenc
103,The Sorcerer's Apprentice,witch fire wolf fountain magic,27022,Fantasy Adventure Action Comedy Drama,Nicolas Cage Jay Baruchel Monica Bellucci Alfred Molina Teresa Palmer,Jon Turteltaub,the sorcerer' apprentic witch fire wolf fountain magic 27022 fantasi adventur action comedi drama nicola cage jay baruchel monica bellucci alfr molina teresa palmer jon turteltaub
104,Poseidon,new year's eve fire drowning cataclysm loss of father,503,Adventure Action Drama Thriller,Kurt Russell Richard Dreyfuss Josh Lucas Jacinda Barrett Emmy Rossum,Wolfgang Petersen,poseidon new year' eve fire drown cataclysm loss of father 503 adventur action drama thriller kurt russel richard dreyfuss josh luca jacinda barrett emmi rossum wolfgang petersen
105,Alice Through the Looking Glass,based on novel clock queen sequel alice in wonderland,241259,Fantasy,Johnny Depp Mia Wasikowska Anne Hathaway Helena Bonham Carter Alan Rickman,James Bobin,alic through the look glass base on novel clock queen sequel alic in wonderland 241259 fantasi johnni depp mia wasikowska ann hathaway helena bonham carter alan rickman jame bobin
106,Shrek the Third,ambush sadness stage liberation of prisoners island,810,Fantasy Adventure Animation Comedy Family,Mike Myers Eddie Murphy Cameron Diaz Julie Andrews Antonio Banderas,Chris Miller,shrek the third ambush sad stage liber of prison island 810 fantasi adventur anim comedi famili mike myer eddi murphi cameron diaz juli andrew antonio bandera chri miller
107,Warcraft,video game elves orcs magic chase,68735,Action Adventure Fantasy,Paula Patton Travis Fimmel Ben Foster Robert Kazinsky Dominic Cooper,Duncan Jones,warcraft video game elv orc magic chase 68735 action adventur fantasi paula patton travi fimmel ben foster robert kazinski domin cooper duncan jone
108,Terminator Genisys,saving the world artificial intelligence cyborg killer robot future,87101,Science Fiction Action Thriller Adventure,Arnold Schwarzenegger Jason Clarke Emilia Clarke Jai Courtney J.K. Simmons,Alan Taylor,termin genisi save the world artifici intellig cyborg killer robot futur 87101 scienc fiction action thriller adventur arnold schwarzenegg jason clark emilia clark jai courtney j.k. simmon alan taylor
109,The Chronicles of Narnia: The Voyage of the Dawn Treader,based on novel magic good vs evil king narnia,10140,Adventure Family Fantasy,Skandar Keynes Georgie Henley Simon Pegg Gary Sweet Arthur Angel,Michael Apted,the chronicl of narnia: the voyag of the dawn treader base on novel magic good vs evil king narnia 10140 adventur famili fantasi skandar keyn georgi henley simon pegg gari sweet arthur angel michael apt
110,Pearl Harbor,nurse patriotism hawaii world war ii pilot,676,History Romance War,Ben Affleck Josh Hartnett Kate Beckinsale Cuba Gooding Jr. Jon Voight,Michael Bay,pearl harbor nurs patriot hawaii world war ii pilot 676 histori romanc war ben affleck josh hartnett kate beckinsal cuba good jr. jon voight michael bay
111,Transformers,destroy transformation alien based on toy transformers,1858,Adventure Science Fiction Action,Shia LaBeouf Josh Duhamel Megan Fox Rachael Taylor Tyrese Gibson,Michael Bay,transform destroy transform alien base on toy transform 1858 adventur scienc fiction action shia labeouf josh duhamel megan fox rachael taylor tyres gibson michael bay
112,Alexander,aristotle egypt greece persia elephant,1966,War History Action Adventure Drama,Colin Farrell Angelina Jolie Val Kilmer Jared Leto Jonathan Rhys Meyers,Oliver Stone,alexand aristotl egypt greec persia eleph 1966 war histori action adventur drama colin farrel angelina joli val kilmer jare leto jonathan rhi meyer oliv stone
113,Harry Potter and the Order of the Phoenix,prophecy witch loss of lover magic cutting the cord,675,Adventure Fantasy Family Mystery,Daniel Radcliffe Rupert Grint Emma Watson Michael Gambon Ralph Fiennes,David Yates,harri potter and the order of the phoenix propheci witch loss of lover magic cut the cord 675 adventur fantasi famili mysteri daniel radcliff rupert grint emma watson michael gambon ralph fienn david yate
114,Harry Potter and the Goblet of Fire,magic dying and death broom sorcerer's apprentice school of witchcraft,674,Adventure Fantasy Family,Daniel Radcliffe Rupert Grint Emma Watson Ralph Fiennes Michael Gambon,Mike Newell,harri potter and the goblet of fire magic die and death broom sorcerer' apprentic school of witchcraft 674 adventur fantasi famili daniel radcliff rupert grint emma watson ralph fienn michael gambon mike newel
115,Hancock,flying alcohol love of one's life forbidden love lovers,8960,Fantasy Action,Will Smith Charlize Theron Jason Bateman Jae Head Eddie Marsan,Peter Berg,hancock fli alcohol love of one' life forbidden love lover 8960 fantasi action will smith charliz theron jason bateman jae head eddi marsan peter berg
116,I Am Legend,saving the world lost civilisation post-apocalyptic dystopia matter of life and death,6479,Drama Horror Action Thriller Science Fiction,Will Smith Alice Braga Charlie Tahan Salli Richardson-Whitfield Willow Smith,Francis Lawrence,i am legend save the world lost civilis post-apocalypt dystopia matter of life and death 6479 drama horror action thriller scienc fiction will smith alic braga charli tahan salli richardson-whitfield willow smith franci lawrenc
117,Charlie and the Chocolate Factory,london england father son relationship chocolate factory worker based on novel,118,Adventure Comedy Family Fantasy,Johnny Depp Freddie Highmore David Kelly AnnaSophia Robb Julia Winter,Tim Burton,charli and the chocol factori london england father son relationship chocol factori worker base on novel 118 adventur comedi famili fantasi johnni depp freddi highmor david kelli annasophia robb julia winter tim burton
118,Ratatouille,paris brother brother relationship expensive restaurant river cook,2062,Animation Comedy Family Fantasy,Patton Oswalt Ian Holm Lou Romano Brian Dennehy Peter Sohn,Jan Pinkava,ratatouil pari brother brother relationship expens restaur river cook 2062 anim comedi famili fantasi patton oswalt ian holm lou romano brian dennehi peter sohn jan pinkava
119,Batman Begins,himalaya martial arts dc comics crime fighter secret identity,272,Action Crime Drama,Christian Bale Michael Caine Liam Neeson Katie Holmes Gary Oldman,Christopher Nolan,batman begin himalaya martial art dc comic crime fighter secret ident 272 action crime drama christian bale michael cain liam neeson kati holm gari oldman christoph nolan
